Date,Invoice,Barcode,City, Units Sold , Invoice Total ,Salesperson ID
23-Nov-17,FA69625,GFRT45FRD2,Barcelona, 6 , $72 ,S-8500
27-Nov-17,FA89592,XRG527H52J,Toulouse, 5 , $55 ,S-3776
28-Nov-17,FA62766,GFRT45FRD2,Paris, 4 , $48 ,S-2705
28-Nov-17,FA91122,GFRT45FRD2,Madrid, 6 , $72 ,S-1768
29-Nov-17,FA72421,GFRT45FRD2,Marseille, 4 , $48 ,S-4823
30-Nov-17,FA96630,XRG527H52J,Paris, 8 , $88 ,S-2705
1-Dec-17,FA26268,GFRT45FRD2,Berlin, 8 , $96 ,S-4636
2-Dec-17,FA24356,XRG527H52J,Paris, 5 , $55 ,S-2705
3-Dec-17,FA70831,HG74477GF1,Marseille, 5 , $65 ,S-4823
4-Dec-17,FA59814,XRG527H52J,Lyon, 8 , $88 ,S-6290
5-Dec-17,FA34155,GFRT45FRD2,Valencia, 3 , $36 ,S-7526
5-Dec-17,FA21165,GFRT45FRD2,Geneva, 8 , $96 ,S-3274
6-Dec-17,FA77554,GFRT45FRD2,Lyon, 4 , $48 ,S-6290
6-Dec-17,FA83059,HG74477GF1,Toulouse, 5 , $65 ,S-3776
8-Dec-17,FA33832,GFRT45FRD2,Toulouse, 5 , $60 ,S-3776
9-Dec-17,FA20032,GFRT45FRD2,Paris, 4 , $48 ,S-2705
9-Dec-17,FA90890,GFRT45FRD2,Barcelona, 3 , $36 ,S-8500
10-Dec-17,FA14527,HG74477GF1,Paris, 1 , $13 ,S-2705
11-Dec-17,FA88510,HG74477GF1,Marseille, 1 , $13 ,S-4823
12-Dec-17,FA12449,XRG527H52J,Madrid, 4 , $44 ,S-1768
13-Dec-17,FA13897,HG74477GF1,Barcelona, 5 , $65 ,S-8500
14-Dec-17,FA48017,GFRT45FRD2,Paris, 5 , $60 ,S-2705
14-Dec-17,FA73298,GFRT45FRD2,Valencia, 5 , $60 ,S-7526
15-Dec-17,FA58571,GFRT45FRD2,Barcelona, 5 , $60 ,S-8500
16-Dec-17,FA66838,GFRT45FRD2,Paris, 1 , $12 ,S-2705
16-Dec-17,FA25732,XRG527H52J,Valencia, 4 , $44 ,S-7526
16-Dec-17,FA60627,HG74477GF1,Madrid, 5 , $65 ,S-1768
17-Dec-17,FA42440,GFRT45FRD2,Lyon, 1 , $12 ,S-6290
17-Dec-17,FA77658,GFRT45FRD2,Madrid, 6 , $72 ,S-1768
19-Dec-17,FA82701,HG74477GF1,Barcelona, 2 , $26 ,S-8500
20-Dec-17,FA80108,GFRT45FRD2,Valencia, 6 , $72 ,S-7526
23-Dec-17,FA41991,GFRT45FRD2,Valencia, 1 , $12 ,S-7526
24-Dec-17,FA55268,HG74477GF1,Madrid, 2 , $26 ,S-1768
27-Dec-17,FA18781,GFRT45FRD2,Zurich, 1 , $12 ,S-7393
29-Dec-17,FA97689,GFRT45FRD2,Barcelona, 1 , $12 ,S-8500
30-Dec-17,FA87881,HG74477GF1,Antwerp, 8 , $104 ,S-3557
31-Dec-17,FA83986,GFRT45FRD2,Berlin, 1 , $12 ,S-4636
2-Jan-18,FA36391,XRG527H52J,Madrid, 4 , $44 ,S-1768
4-Jan-18,FA48464,HG74477GF1,Berlin, 8 , $104 ,S-4636
5-Jan-18,FA26956,GFRT45FRD2,Brussels, 8 , $96 ,S-9952
6-Jan-18,FA69908,XRG527H52J,Valencia, 4 , $44 ,S-7526
8-Jan-18,FA64836,GFRT45FRD2,Berlin, 8 , $96 ,S-4636
9-Jan-18,FA33241,XRG527H52J,Barcelona, 2 , $22 ,S-8500
11-Jan-18,FA87900,XRG527H52J,Madrid, 2 , $22 ,S-1768
13-Jan-18,FA15242,HG74477GF1,Valencia, 3 , $39 ,S-7526
17-Jan-18,FA25041,HPL4550K17,Marseille, 6 , $84 ,S-4823
18-Jan-18,FA99988,HG74477GF1,Barcelona, 3 , $39 ,S-8500
19-Jan-18,FA88904,XRG527H52J,Madrid, 8 , $88 ,S-1768
20-Jan-18,FA31249,GFRT45FRD2,Barcelona, 8 , $96 ,S-8500
21-Jan-18,FA87485,GFRT45FRD2,Lyon, 4 , $48 ,S-6290
22-Jan-18,FA48866,HPL4550K17,Toulouse, 6 , $84 ,S-3776
22-Jan-18,FA71440,XRG527H52J,Valencia, 8 , $88 ,S-7526
23-Jan-18,FA22233,GFRT45FRD2,Toulouse, 6 , $72 ,S-3776
23-Jan-18,FA72407,GFRT45FRD2,Paris, 4 , $48 ,S-2705
24-Jan-18,FA46335,HPL4550K17,Valencia, 7 , $98 ,S-7526
25-Jan-18,FA91855,GFRT45FRD2,Madrid, 8 , $96 ,S-1768
25-Jan-18,FA79504,GFRT45FRD2,Geneva, 3 , $36 ,S-3274
27-Jan-18,FA76367,GFRT45FRD2,Paris, 6 , $72 ,S-2705
27-Jan-18,FA54408,HPL4550K17,Barcelona, 7 , $98 ,S-8500
27-Jan-18,FA16333,GFRT45FRD2,Zurich, 3 , $36 ,S-7393
28-Jan-18,FA34835,HG74477GF1,Madrid, 4 , $52 ,S-1768
31-Jan-18,FA60976,HPL4550K17,Paris, 6 , $84 ,S-2705
2-Feb-18,FA53310,HG74477GF1,Valencia, 4 , $52 ,S-7526
3-Feb-18,FA96602,HPL4550K17,Marseille, 6 , $84 ,S-4823
3-Feb-18,FA74230,XRG527H52J,Barcelona, 1 , $11 ,S-8500
6-Feb-18,FA85487,XRG527H52J,Antwerp, 6 , $66 ,S-3557
6-Feb-18,FA69649,XRG527H52J,Madrid, 1 , $11 ,S-1768
7-Feb-18,FA35324,GFRT45FRD2,Paris, 1 , $12 ,S-2705
9-Feb-18,FA80538,GFRT45FRD2,Brussels, 3 , $36 ,S-9952
10-Feb-18,FA13997,XRG527H52J,Berlin, 6 , $66 ,S-4636
11-Feb-18,FA99553,GFRT45FRD2,Berlin, 3 , $36 ,S-4636
11-Feb-18,FA95676,GFRT45FRD2,Lyon, 1 , $12 ,S-6290
11-Feb-18,FA41836,HG74477GF1,Valencia, 3 , $39 ,S-7526
13-Feb-18,FA74288,HG74477GF1,Barcelona, 3 , $39 ,S-8500
14-Feb-18,FA67406,GFRT45FRD2,Antwerp, 8 , $96 ,S-3557
16-Feb-18,FA41281,HPL4550K17,Berlin, 3 , $42 ,S-4636
19-Feb-18,FA44548,GFRT45FRD2,Marseille, 7 , $84 ,S-4823
20-Feb-18,FA15871,GFRT45FRD2,Berlin, 8 , $96 ,S-4636
20-Feb-18,FA25395,HPL4550K17,Geneva, 3 , $42 ,S-3274
23-Feb-18,FA70212,GFRT45FRD2,Lyon, 5 , $60 ,S-6290
24-Feb-18,FA38710,GFRT45FRD2,Toulouse, 7 , $84 ,S-3776
24-Feb-18,FA52517,GFRT45FRD2,Paris, 5 , $60 ,S-2705
26-Feb-18,FA47427,HG74477GF1,Madrid, 4 , $52 ,S-1768
2-Mar-18,FA48134,XRG527H52J,Barcelona, 5 , $55 ,S-8500
4-Mar-18,FA11985,HG74477GF1,Valencia, 4 , $52 ,S-7526
5-Mar-18,FA72126,XRG527H52J,Toulouse, 1 , $11 ,S-3776
6-Mar-18,FA31933,GFRT45FRD2,Valencia, 8 , $96 ,S-7526
7-Mar-18,FA38519,XRG527H52J,Madrid, 5 , $55 ,S-1768
8-Mar-18,FA61323,GFRT45FRD2,Barcelona, 8 , $96 ,S-8500
9-Mar-18,FA38183,GFRT45FRD2,Madrid, 7 , $84 ,S-1768
10-Mar-18,FA97296,GFRT45FRD2,Valencia, 7 , $84 ,S-7526
11-Mar-18,FA78363,HPL4550K17,Paris, 5 , $70 ,S-2705
11-Mar-18,FA39175,XRG527H52J,Paris, 1 , $11 ,S-2705
12-Mar-18,FA53965,HPL4550K17,Marseille, 5 , $70 ,S-4823
15-Mar-18,FA68381,HPL4550K17,Paris, 4 , $56 ,S-2705
16-Mar-18,FA40700,GFRT45FRD2,Marseille, 6 , $72 ,S-4823
16-Mar-18,FA50776,HPL4550K17,Lyon, 4 , $56 ,S-6290
17-Mar-18,FA23991,GFRT45FRD2,Zurich, 4 , $48 ,S-7393
18-Mar-18,FA98867,GFRT45FRD2,Toulouse, 6 , $72 ,S-3776
18-Mar-18,FA67499,HPL4550K17,Barcelona, 4 , $56 ,S-8500
19-Mar-18,FA16061,HG74477GF1,Lyon, 1 , $13 ,S-6290
19-Mar-18,FA78894,GFRT45FRD2,Berlin, 4 , $48 ,S-4636
20-Mar-18,FA19753,HG74477GF1,Paris, 1 , $13 ,S-2705
23-Mar-18,FA28093,HG74477GF1,Brussels, 8 , $104 ,S-9952
23-Mar-18,FA21953,HPL4550K17,Madrid, 4 , $56 ,S-1768
25-Mar-18,FA11953,HG74477GF1,Toulouse, 1 , $13 ,S-3776
27-Mar-18,FA75159,HG74477GF1,Berlin, 8 , $104 ,S-4636
27-Mar-18,FA96297,GFRT45FRD2,Geneva, 4 , $48 ,S-3274
29-Mar-18,FA74654,HG74477GF1,Paris, 1 , $13 ,S-2705
30-Mar-18,FA70821,HPL4550K17,Paris, 1 , $14 ,S-2705
31-Mar-18,FA26359,GFRT45FRD2,Zurich, 4 , $48 ,S-7393
1-Apr-18,FA80774,HPL4550K17,Antwerp, 4 , $56 ,S-3557
4-Apr-18,FA65439,XRG527H52J,Paris, 8 , $88 ,S-2705
4-Apr-18,FA21275,HPL4550K17,Paris, 1 , $14 ,S-2705
6-Apr-18,FA74487,HPL4550K17,Paris, 4 , $56 ,S-2705
6-Apr-18,FA64776,XRG527H52J,Marseille, 8 , $88 ,S-4823
7-Apr-18,FA75645,HPL4550K17,Berlin, 4 , $56 ,S-4636
7-Apr-18,FA36041,HG74477GF1,Valencia, 6 , $78 ,S-7526
10-Apr-18,FA57131,HG74477GF1,Barcelona, 6 , $78 ,S-8500
11-Apr-18,FA46436,HPL4550K17,Berlin, 8 , $112 ,S-4636
12-Apr-18,FA71090,HPL4550K17,Lyon, 4 , $56 ,S-6290
15-Apr-18,FA40894,HPL4550K17,Madrid, 3 , $42 ,S-1768
16-Apr-18,FA48079,GFRT45FRD2,Barcelona, 2 , $24 ,S-8500
16-Apr-18,FA69689,HPL4550K17,Valencia, 3 , $42 ,S-7526
16-Apr-18,FA43869,HPL4550K17,Geneva, 8 , $112 ,S-3274
20-Apr-18,FA18520,GFRT45FRD2,Valencia, 7 , $84 ,S-7526
21-Apr-18,FA78527,HG74477GF1,Marseille, 1 , $13 ,S-4823
21-Apr-18,FA83668,GFRT45FRD2,Madrid, 2 , $24 ,S-1768
22-Apr-18,FA42567,HG74477GF1,Madrid, 5 , $65 ,S-1768
23-Apr-18,FA11220,HG74477GF1,Valencia, 5 , $65 ,S-7526
25-Apr-18,FA29107,HG74477GF1,Toulouse, 1 , $13 ,S-3776
26-Apr-18,FA23604,XRG527H52J,Barcelona, 8 , $88 ,S-8500
26-Apr-18,FA11683,GFRT45FRD2,Barcelona, 7 , $84 ,S-8500
30-Apr-18,FA38672,HPL4550K17,Lyon, 8 , $112 ,S-6290
2-May-18,FA20120,XRG527H52J,Madrid, 8 , $88 ,S-1768
4-May-18,FA52653,GFRT45FRD2,Toulouse, 3 , $36 ,S-3776
5-May-18,FA39418,XRG527H52J,Paris, 2 , $22 ,S-2705
5-May-18,FA21421,HPL4550K17,Paris, 8 , $112 ,S-2705
5-May-18,FA81829,GFRT45FRD2,Paris, 3 , $36 ,S-2705
9-May-18,FA40447,GFRT45FRD2,Paris, 1 , $12 ,S-2705
11-May-18,FA37997,XRG527H52J,Marseille, 2 , $22 ,S-4823
12-May-18,FA11722,GFRT45FRD2,Lyon, 1 , $12 ,S-6290
12-May-18,FA22024,GFRT45FRD2,Zurich, 6 , $72 ,S-7393
13-May-18,FA58298,HG74477GF1,Brussels, 1 , $13 ,S-9952
13-May-18,FA55107,GFRT45FRD2,Berlin, 6 , $72 ,S-4636
16-May-18,FA40145,HG74477GF1,Berlin, 1 , $13 ,S-4636
16-May-18,FA31315,HG74477GF1,Marseille, 2 , $26 ,S-4823
20-May-18,FA53837,HPL4550K17,Lyon, 1 , $14 ,S-6290
20-May-18,FA32804,HG74477GF1,Toulouse, 2 , $26 ,S-3776
21-May-18,FA64454,GFRT45FRD2,Antwerp, 6 , $72 ,S-3557
22-May-18,FA54327,GFRT45FRD2,Berlin, 6 , $72 ,S-4636
24-May-18,FA45497,HPL4550K17,Paris, 1 , $14 ,S-2705
25-May-18,FA54900,XRG527H52J,Brussels, 1 , $11 ,S-9952
27-May-18,FA91710,HPL4550K17,Toulouse, 5 , $70 ,S-3776
30-May-18,FA59979,XRG527H52J,Berlin, 1 , $11 ,S-4636
30-May-18,FA19520,XRG527H52J,Valencia, 7 , $77 ,S-7526
2-Jun-18,FA68133,HPL4550K17,Antwerp, 7 , $98 ,S-3557
2-Jun-18,FA17322,HPL4550K17,Paris, 5 , $70 ,S-2705
3-Jun-18,FA51117,HPL4550K17,Madrid, 7 , $98 ,S-1768
4-Jun-18,FA98373,HPL4550K17,Berlin, 7 , $98 ,S-4636
5-Jun-18,FA74595,XRG527H52J,Barcelona, 7 , $77 ,S-8500
7-Jun-18,FA10196,GFRT45FRD2,Brussels, 1 , $12 ,S-9952
8-Jun-18,FA19398,GFRT45FRD2,Berlin, 1 , $12 ,S-4636
8-Jun-18,FA16127,HPL4550K17,Valencia, 7 , $98 ,S-7526
10-Jun-18,FA13720,HG74477GF1,Barcelona, 2 , $26 ,S-8500
11-Jun-18,FA49791,HG74477GF1,Madrid, 2 , $26 ,S-1768
13-Jun-18,FA90650,HPL4550K17,Antwerp, 7 , $98 ,S-3557
15-Jun-18,FA31265,HPL4550K17,Berlin, 7 , $98 ,S-4636
15-Jun-18,FA35414,XRG527H52J,Geneva, 2 , $22 ,S-3274
16-Jun-18,FA76200,HG74477GF1,Valencia, 5 , $65 ,S-7526
18-Jun-18,FA56287,HPL4550K17,Berlin, 3 , $42 ,S-4636
21-Jun-18,FA28633,HG74477GF1,Barcelona, 5 , $65 ,S-8500
21-Jun-18,FA81129,HPL4550K17,Zurich, 8 , $112 ,S-7393
21-Jun-18,FA55718,XRG527H52J,Zurich, 2 , $22 ,S-7393
22-Jun-18,FA85096,HPL4550K17,Geneva, 3 , $42 ,S-3274
22-Jun-18,FA23405,HPL4550K17,Berlin, 8 , $112 ,S-4636
23-Jun-18,FA33600,HG74477GF1,Paris, 6 , $78 ,S-2705
25-Jun-18,FA55388,HPL4550K17,Brussels, 5 , $70 ,S-9952
26-Jun-18,FA55987,HPL4550K17,Antwerp, 1 , $14 ,S-3557
26-Jun-18,FA34364,HPL4550K17,Berlin, 5 , $70 ,S-4636
27-Jun-18,FA47438,GFRT45FRD2,Paris, 3 , $36 ,S-2705
27-Jun-18,FA36707,HG74477GF1,Marseille, 6 , $78 ,S-4823
28-Jun-18,FA75830,HPL4550K17,Berlin, 1 , $14 ,S-4636
28-Jun-18,FA42321,GFRT45FRD2,Lyon, 3 , $36 ,S-6290
30-Jun-18,FA91103,HPL4550K17,Geneva, 1 , $14 ,S-3274
2-Jul-18,FA10684,GFRT45FRD2,Madrid, 4 , $48 ,S-1768
6-Jul-18,FA27950,HPL4550K17,Brussels, 6 , $84 ,S-9952
6-Jul-18,FA39509,GFRT45FRD2,Valencia, 4 , $48 ,S-7526
6-Jul-18,FA52194,HPL4550K17,Zurich, 1 , $14 ,S-7393
8-Jul-18,FA96883,HPL4550K17,Berlin, 6 , $84 ,S-4636
9-Jul-18,FA91405,XRG527H52J,Berlin, 1 , $11 ,S-4636
10-Jul-18,FA83485,XRG527H52J,Geneva, 1 , $11 ,S-3274
12-Jul-18,FA98071,HPL4550K17,Barcelona, 4 , $56 ,S-8500
14-Jul-18,FA13679,XRG527H52J,Valencia, 3 , $33 ,S-7526
15-Jul-18,FA47776,HPL4550K17,Madrid, 4 , $56 ,S-1768
17-Jul-18,FA29854,XRG527H52J,Antwerp, 8 , $88 ,S-3557
18-Jul-18,FA54121,XRG527H52J,Berlin, 8 , $88 ,S-4636
18-Jul-18,FA77194,XRG527H52J,Barcelona, 3 , $33 ,S-8500
20-Jul-18,FA62748,HG74477GF1,Madrid, 4 , $52 ,S-1768
23-Jul-18,FA94961,HPL4550K17,Brussels, 6 , $84 ,S-9952
23-Jul-18,FA40537,HG74477GF1,Valencia, 4 , $52 ,S-7526
24-Jul-18,FA56913,XRG527H52J,Barcelona, 6 , $66 ,S-8500
26-Jul-18,FA72320,HPL4550K17,Berlin, 6 , $84 ,S-4636
27-Jul-18,FA32608,XRG527H52J,Madrid, 6 , $66 ,S-1768
27-Jul-18,FA90810,XRG527H52J,Zurich, 5 , $55 ,S-7393
28-Jul-18,FA85015,XRG527H52J,Berlin, 5 , $55 ,S-4636
31-Jul-18,FA10906,HPL4550K17,Marseille, 1 , $14 ,S-4823
3-Aug-18,FA24449,XRG527H52J,Valencia, 3 , $36 ,S-7526
4-Aug-18,FA52023,HPL4550K17,Toulouse, 1 , $14 ,S-3776
5-Aug-18,FA12901,HPL4550K17,Lyon, 3 , $45 ,S-6290
7-Aug-18,FA77678,HPL4550K17,Paris, 3 , $45 ,S-2705
7-Aug-18,FA92566,XRG527H52J,Barcelona, 3 , $36 ,S-8500
8-Aug-18,FA26292,HPL4550K17,Geneva, 3 , $45 ,S-3274
10-Aug-18,FA18496,XRG527H52J,Antwerp, 5 , $60 ,S-3557
10-Aug-18,FA28259,HPL4550K17,Zurich, 3 , $45 ,S-7393
13-Aug-18,FA21954,XRG527H52J,Toulouse, 2 , $24 ,S-3776
15-Aug-18,FA60502,XRG527H52J,Paris, 3 , $36 ,S-2705
15-Aug-18,FA14147,XRG527H52J,Paris, 2 , $24 ,S-2705
16-Aug-18,FA28288,XRG527H52J,Paris, 5 , $60 ,S-2705
18-Aug-18,FA55754,GFRT45FRD2,Madrid, 6 , $78 ,S-1768
20-Aug-18,FA90137,GFRT45FRD2,Barcelona, 7 , $91 ,S-8500
21-Aug-18,FA15684,XRG527H52J,Marseille, 3 , $36 ,S-4823
21-Aug-18,FA25048,HPL4550K17,Valencia, 2 , $30 ,S-7526
21-Aug-18,FA23822,GFRT45FRD2,Valencia, 6 , $78 ,S-7526
22-Aug-18,FA66885,GFRT45FRD2,Madrid, 7 , $91 ,S-1768
24-Aug-18,FA28976,HPL4550K17,Paris, 7 , $105 ,S-2705
26-Aug-18,FA43212,HPL4550K17,Barcelona, 2 , $30 ,S-8500
27-Aug-18,FA58109,HPL4550K17,Marseille, 7 , $105 ,S-4823
30-Aug-18,FA83021,HPL4550K17,Lyon, 7 , $105 ,S-6290
30-Aug-18,FA79804,HPL4550K17,Toulouse, 7 , $105 ,S-3776
30-Aug-18,FA58184,XRG527H52J,Madrid, 1 , $11 ,S-1768
1-Sep-18,FA62745,XRG527H52J,Valencia, 1 , $11 ,S-7526
2-Sep-18,FA69741,XRG527H52J,Brussels, 7 , $84 ,S-9952
6-Sep-18,FA95684,XRG527H52J,Paris, 7 , $84 ,S-2705
6-Sep-18,FA37215,GFRT45FRD2,Barcelona, 4 , $52 ,S-8500
7-Sep-18,FA43602,HPL4550K17,Valencia, 7 , $105 ,S-7526
7-Sep-18,FA57610,GFRT45FRD2,Madrid, 4 , $52 ,S-1768
9-Sep-18,FA32784,HPL4550K17,Barcelona, 7 , $105 ,S-8500
10-Sep-18,FA95031,XRG527H52J,Berlin, 7 , $84 ,S-4636
13-Sep-18,FA43838,XRG527H52J,Lyon, 4 , $48 ,S-6290
14-Sep-18,FA58537,GFRT45FRD2,Madrid, 8 , $104 ,S-1768
15-Sep-18,FA84785,XRG527H52J,Paris, 4 , $48 ,S-2705
15-Sep-18,FA91169,XRG527H52J,Geneva, 7 , $84 ,S-3274
17-Sep-18,FA98113,HPL4550K17,Antwerp, 8 , $120 ,S-3557
17-Sep-18,FA67462,GFRT45FRD2,Valencia, 8 , $104 ,S-7526
19-Sep-18,FA74812,HPL4550K17,Paris, 8 , $120 ,S-2705
21-Sep-18,FA63469,XRG527H52J,Barcelona, 5 , $60 ,S-8500
25-Sep-18,FA93937,HPL4550K17,Brussels, 3 , $45 ,S-9952
27-Sep-18,FA10115,XRG527H52J,Madrid, 5 , $60 ,S-1768
29-Sep-18,FA40261,HG74477GF1,Toulouse, 2 , $28 ,S-3776
1-Oct-18,FA39677,HPL4550K17,Paris, 3 , $45 ,S-2705
3-Oct-18,FA62768,HG74477GF1,Paris, 2 , $28 ,S-2705
3-Oct-18,FA69624,HPL4550K17,Valencia, 5 , $75 ,S-7526
5-Oct-18,FA50866,XRG527H52J,Paris, 5 , $60 ,S-2705
6-Oct-18,FA67422,XRG527H52J,Marseille, 5 , $60 ,S-4823
7-Oct-18,FA70459,HG74477GF1,Madrid, 7 , $98 ,S-1768
9-Oct-18,FA63017,HPL4550K17,Barcelona, 5 , $75 ,S-8500
11-Oct-18,FA41726,XRG527H52J,Barcelona, 8 , $96 ,S-8500
13-Oct-18,FA80591,GFRT45FRD2,Antwerp, 1 , $13 ,S-3557
13-Oct-18,FA46421,HG74477GF1,Valencia, 7 , $98 ,S-7526
16-Oct-18,FA22045,HG74477GF1,Paris, 5 , $70 ,S-2705
16-Oct-18,FA54075,XRG527H52J,Madrid, 8 , $96 ,S-1768
17-Oct-18,FA59119,GFRT45FRD2,Paris, 1 , $12 ,S-2705
19-Oct-18,FA28017,HPL4550K17,Valencia, 7 , $105 ,S-7526
21-Oct-18,FA56435,HPL4550K17,Madrid, 7 , $105 ,S-1768
22-Oct-18,FA61748,HG74477GF1,Lyon, 5 , $70 ,S-6290
22-Oct-18,FA49516,GFRT45FRD2,Barcelona, 4 , $52 ,S-8500
24-Oct-18,FA36064,HPL4550K17,Barcelona, 7 , $105 ,S-8500
24-Oct-18,FA12066,HPL4550K17,Valencia, 7 , $105 ,S-7526
24-Oct-18,FA98779,HPL4550K17,Zurich, 3 , $45 ,S-7393
25-Oct-18,FA75528,GFRT45FRD2,Marseille, 1 , $13 ,S-4823
26-Oct-18,FA78330,HG74477GF1,Brussels, 5 , $70 ,S-9952
26-Oct-18,FA79361,HPL4550K17,Berlin, 3 , $45 ,S-4636
27-Oct-18,FA47569,HG74477GF1,Paris, 5 , $70 ,S-2705
27-Oct-18,FA61888,GFRT45FRD2,Madrid, 4 , $52 ,S-1768
28-Oct-18,FA22659,GFRT45FRD2,Geneva, 1 , $13 ,S-3274
29-Oct-18,FA63815,GFRT45FRD2,Zurich, 1 , $12 ,S-7393
30-Oct-18,FA75968,XRG527H52J,Valencia, 5 , $60 ,S-7526
31-Oct-18,FA27821,GFRT45FRD2,Toulouse, 1 , $12 ,S-3776
1-Nov-18,FA88533,GFRT45FRD2,Antwerp, 5 , $65 ,S-3557
1-Nov-18,FA49009,XRG527H52J,Barcelona, 5 , $60 ,S-8500
2-Nov-18,FA10247,GFRT45FRD2,Paris, 5 , $65 ,S-2705
3-Nov-18,FA16120,GFRT45FRD2,Lyon, 2 , $26 ,S-6290
6-Nov-18,FA95308,HG74477GF1,Toulouse, 7 , $98 ,S-3776
7-Nov-18,FA48033,HPL4550K17,Madrid, 8 , $120 ,S-1768
8-Nov-18,FA48025,HPL4550K17,Valencia, 8 , $120 ,S-7526
9-Nov-18,FA20231,GFRT45FRD2,Paris, 2 , $26 ,S-2705
9-Nov-18,FA97102,HG74477GF1,Paris, 7 , $98 ,S-2705
10-Nov-18,FA67703,HPL4550K17,Paris, 4 , $60 ,S-2705
11-Nov-18,FA91957,HPL4550K17,Barcelona, 4 , $60 ,S-8500
13-Nov-18,FA80412,HPL4550K17,Brussels, 7 , $105 ,S-9952
13-Nov-18,FA69983,HPL4550K17,Marseille, 4 , $60 ,S-4823
15-Nov-18,FA94256,XRG527H52J,Valencia, 2 , $24 ,S-7526
15-Nov-18,FA85764,HPL4550K17,Madrid, 4 , $60 ,S-1768
18-Nov-18,FA89700,HPL4550K17,Paris, 7 , $105 ,S-2705
18-Nov-18,FA70515,GFRT45FRD2,Paris, 3 , $39 ,S-2705
21-Nov-18,FA48610,GFRT45FRD2,Marseille, 5 , $65 ,S-4823
21-Nov-18,FA16087,XRG527H52J,Barcelona, 2 , $24 ,S-8500
22-Nov-18,FA50046,GFRT45FRD2,Lyon, 3 , $39 ,S-6290
23-Nov-18,FA97042,XRG527H52J,Antwerp, 1 , $11 ,S-3557
24-Nov-18,FA72661,GFRT45FRD2,Toulouse, 5 , $65 ,S-3776
25-Nov-18,FA60832,XRG527H52J,Madrid, 4 , $48 ,S-1768
28-Nov-18,FA62905,XRG527H52J,Barcelona, 7 , $84 ,S-8500
29-Nov-18,FA10188,XRG527H52J,Paris, 1 , $11 ,S-2705
29-Nov-18,FA28219,XRG527H52J,Valencia, 4 , $48 ,S-7526
1-Dec-18,FA44952,XRG527H52J,Valencia, 7 , $84 ,S-7526
2-Dec-18,FA39997,XRG527H52J,Barcelona, 7 , $84 ,S-8500
2-Dec-18,FA70953,HPL4550K17,Berlin, 3 , $45 ,S-4636
3-Dec-18,FA73777,HG74477GF1,Lyon, 4 , $56 ,S-6290
3-Dec-18,FA88954,XRG527H52J,Madrid, 7 , $84 ,S-1768
4-Dec-18,FA91620,HPL4550K17,Geneva, 3 , $45 ,S-3274
5-Dec-18,FA51220,HG74477GF1,Toulouse, 7 , $98 ,S-3776
6-Dec-18,FA91025,HPL4550K17,Paris, 5 , $75 ,S-2705
6-Dec-18,FA96975,HG74477GF1,Marseille, 7 , $98 ,S-4823
8-Dec-18,FA15920,XRG527H52J,Marseille, 3 , $36 ,S-4823
9-Dec-18,FA15868,HG74477GF1,Paris, 4 , $56 ,S-2705
9-Dec-18,FA87062,HPL4550K17,Lyon, 5 , $75 ,S-6290
10-Dec-18,FA83663,XRG527H52J,Brussels, 5 , $60 ,S-9952
10-Dec-18,FA62534,XRG527H52J,Toulouse, 3 , $36 ,S-3776
11-Dec-18,FA23918,HPL4550K17,Antwerp, 5 , $75 ,S-3557
12-Dec-18,FA93006,HPL4550K17,Madrid, 7 , $105 ,S-1768
13-Dec-18,FA88376,XRG527H52J,Paris, 5 , $60 ,S-2705
14-Dec-18,FA46584,HPL4550K17,Barcelona, 8 , $120 ,S-8500
14-Dec-18,FA78101,HPL4550K17,Valencia, 7 , $105 ,S-7526
15-Dec-18,FA23192,HPL4550K17,Paris, 5 , $75 ,S-2705
16-Dec-18,FA81434,XRG527H52J,Valencia, 4 , $48 ,S-7526
17-Dec-18,FA67306,HPL4550K17,Madrid, 8 , $120 ,S-1768
18-Dec-18,FA41214,XRG527H52J,Lyon, 6 , $72 ,S-6290
19-Dec-18,FA63456,HPL4550K17,Madrid, 3 , $45 ,S-1768
20-Dec-18,FA78083,GFRT45FRD2,Toulouse, 4 , $52 ,S-3776
21-Dec-18,FA80550,XRG527H52J,Barcelona, 4 , $48 ,S-8500
21-Dec-18,FA80510,HG74477GF1,Zurich, 5 , $70 ,S-7393
22-Dec-18,FA42908,HPL4550K17,Valencia, 3 , $45 ,S-7526
23-Dec-18,FA91976,XRG527H52J,Paris, 6 , $72 ,S-2705
24-Dec-18,FA97457,HPL4550K17,Barcelona, 2 , $30 ,S-8500
26-Dec-18,FA46601,HPL4550K17,Brussels, 2 , $30 ,S-9952
26-Dec-18,FA90640,GFRT45FRD2,Paris, 4 , $52 ,S-2705
27-Dec-18,FA64638,HG74477GF1,Berlin, 5 , $70 ,S-4636
29-Dec-18,FA92553,HPL4550K17,Antwerp, 1 , $14 ,S-3557
30-Dec-18,FA39051,GFRT45FRD2,Brussels, 8 , $104 ,S-9952
30-Dec-18,FA32029,HPL4550K17,Madrid, 2 , $30 ,S-1768
31-Dec-18,FA70033,HPL4550K17,Paris, 2 , $30 ,S-2705
31-Dec-18,FA94528,HPL4550K17,Paris, 1 , $14 ,S-2705
31-Dec-18,FA24955,HG74477GF1,Paris, 1 , $14 ,S-2705
